exon_id	exon_seq_start	exon_seq_end
ENSE00001719273	22631758	22631867
ENSE00001669312	22630075	22630134
ENSE00001646929	22628314	22628553
ENSE00001717483	22627554	22627708
ENSE00001652776	22680157	22680293
ENSE00001755411	22669140	22669342
ENSE00001642256	28500435	28500565
ENSE00001701173	28494607	28494725
ENSE00001806782	28484982	28485141
ENSE00001713752	28483524	28483668
ENSE00001655231	28481793	28481866
ENSE00001777012	28479872	28479951
ENSE00001591489	28479076	28479215
ENSE00001678181	28475093	28475275
ENSE00002438533	28437195	28437284
ENSE00001666272	28427573	28427776
ENSE00001694641	28425413	28425602
ENSE00001689979	28425212	28425324
ENSE00001680774	28424070	28424111
ENSE00001638605	26236272	26236493
ENSE00001619709	26233907	26234126
ENSE00001732018	26231919	26232108
ENSE00001600167	26229975	26230103
ENSE00001682049	26227851	26227970
ENSE00001691510	20438909	20439381
ENSE00001725503	20438493	20438534
ENSE00001806707	3904538	3904761
ENSE00001708248	3968027	3968361
ENSE00001747579	27959160	27960713
ENSE00001742312	20633950	20634023
ENSE00001785470	20632556	20632756
ENSE00001687737	20630270	20630337
ENSE00001738169	20630152	20630182
ENSE00001804747	20625798	20625934
ENSE00001597616	20625334	20625501
ENSE00001629276	20622118	20622223
ENSE00001688905	20619831	20619949
ENSE00001626846	20617975	20618044
ENSE00001658632	20616779	20616869
ENSE00001653676	20615036	20615149
ENSE00001771502	23842919	23843004
ENSE00001774620	23840886	23841109
ENSE00001774789	23839132	23839321
ENSE00001793905	20309770	20310894
ENSE00001678856	3734347	3734763
ENSE00002028706	9195406	9195937
ENSE00003676294	9196545	9196622
ENSE00002045368	9196751	9196862
ENSE00001638906	9196964	9197109
ENSE00003564905	9197216	9197297
ENSE00001885622	9197992	9198202
ENSE00003489927	9195452	9195937
ENSE00001801838	9197205	9197297
ENSE00001603826	9197992	9198201
ENSE00003579602	9195452	9195937
ENSE00003593279	9196545	9196622
ENSE00001943292	9196751	9197297
ENSE00001940527	9197425	9198208
ENSE00001908923	9196812	9197109
ENSE00003618941	9197216	9197297
ENSE00001859698	9197992	9198193
ENSE00003586983	9217242	9217387
ENSE00003603865	9217494	9217575
ENSE00001720810	9218270	9218479
ENSE00002220142	9195452	9195688
ENSE00002247562	9215950	9216150
ENSE00001350919	9216153	9216215
ENSE00003564996	9216823	9216900
ENSE00003465500	9217029	9217140
ENSE00001159243	9195501	9195937
ENSE00002206433	9197216	9197317
ENSE00001806624	23023223	23024223
ENSE00001696124	24204040	24204260
ENSE00001722283	24202119	24202236
ENSE00001646198	24200144	24200332
ENSE00001630914	24197657	24197785
ENSE00001751441	24195902	24195940
ENSE00001671403	6229369	6229454
ENSE00001660336	6226725	6226867
ENSE00001785311	6225260	6225478
ENSE00001640432	27725937	27726142
ENSE00001650835	27728306	27728529
ENSE00001768767	27730334	27730512
ENSE00001734323	27732325	27732414
ENSE00001757798	27734462	27734591
ENSE00001754078	24017478	24017864
ENSE00001801282	24019109	24019276
ENSE00001669347	24019648	24019697
ENSE00001781088	7805612	7805681
ENSE00001788779	7804676	7804745
ENSE00001602297	7801735	7801840
ENSE00001712311	7801038	7801056
ENSE00001663391	24453707	24454098
ENSE00001634582	24452302	24452367
ENSE00001626840	24452072	24452217
ENSE00001668677	8841768	8842136
ENSE00001765004	8840028	8840072
ENSE00001613408	8839792	8839935
ENSE00001664411	23858456	23860106
ENSE00001675278	9342754	9342768
ENSE00001648707	9342449	9342558
ENSE00001614122	9340560	9340645
ENSE00001755116	9334896	9337009
ENSE00001615889	9342449	9342550
ENSE00001739908	9342217	9342362
ENSE00001694789	9340560	9340718
ENSE00001664818	9336950	9337009
ENSE00001596967	25669468	25669869
ENSE00001793420	25670900	25670956
ENSE00001682691	25671157	25671280
ENSE00001762358	25671373	25671516
ENSE00001653366	20694212	20694542
ENSE00001719426	20230369	20230696
ENSE00001766548	20740303	20740446
ENSE00001718469	24760122	24760228
ENSE00001757100	24758482	24758611
ENSE00001774249	24757838	24757947
ENSE00001660181	24755505	24756120
ENSE00001783530	24755021	24755131
ENSE00001683819	24735579	24735679
ENSE00001748455	24728791	24728945
ENSE00001605377	24727528	24727594
ENSE00001631605	24727136	24727229
ENSE00001743559	19691196	19691634
ENSE00001734255	19688583	19688700
ENSE00001754684	19667656	19667890
ENSE00001738421	19665922	19666006
ENSE00001606680	19664680	19665834
ENSE00001722745	24915822	24915934
ENSE00001612746	24915310	24915411
ENSE00001617577	24912745	24912921
ENSE00001806297	24909883	24909993
ENSE00001803898	24909713	24909801
ENSE00001607696	24908998	24909299
ENSE00001627359	24674428	24674648
ENSE00001652271	24676451	24676569
ENSE00001614594	24678356	24678544
ENSE00001693270	24680903	24681031
ENSE00001639643	24682748	24682786
ENSE00001679003	27164646	27165450
ENSE00001610666	28069535	28069666
ENSE00001663003	28074809	28074946
ENSE00001597803	28075090	28075126
ENSE00001638987	28075341	28075498
ENSE00001596879	28075881	28075973
ENSE00001768357	20973224	20973715
ENSE00001694457	26328624	26329218
ENSE00001592853	26063388	26063870
ENSE00001685903	27874637	27874740
ENSE00001745631	27876939	27877073
ENSE00001676858	27879431	27879535
ENSE00001724152	24118460	24118566
ENSE00001669607	24120079	24120206
ENSE00001639143	24120743	24120852
ENSE00001650621	24122570	24123185
ENSE00001633081	24123559	24123669
ENSE00001602954	24143010	24143110
ENSE00001699591	24149743	24149894
ENSE00001771661	24151091	24151156
ENSE00001632036	24151455	24151496
ENSE00001791163	20323252	20323355
ENSE00001745360	20325864	20325979
ENSE00001646564	20338099	20338370
ENSE00001732601	5075256	5076110
ENSE00001622837	26197569	26197634
ENSE00001747409	26196025	26197240
ENSE00001674006	10009199	10010334
ENSE00001636194	26102716	26102943
ENSE00001794176	26105997	26106365
ENSE00001756377	9458777	9458885
ENSE00001746468	9458236	9458339
ENSE00001745811	9454762	9454936
ENSE00001752960	9452699	9452845
ENSE00001702756	9450030	9450143
ENSE00001799300	9449062	9449172
ENSE00001670043	9448893	9448976
ENSE00001770923	9448180	9448480
ENSE00001616687	28772667	28773306
ENSE00001678149	2870953	2871258
ENSE00001757585	2947325	2947382
ENSE00001696132	2965036	2965258
ENSE00001677281	2871039	2871258
ENSE00001620860	2965036	2965097
ENSE00001694023	2970126	2970313
ENSE00001634403	25954968	25955206
ENSE00001705880	28140831	28141844
ENSE00001632978	9707273	9707748
ENSE00001683725	9708358	9708390
ENSE00001617130	8898635	8898771
ENSE00001728356	8899096	8899270
ENSE00001783134	8902714	8902829
ENSE00001750562	8904498	8904571
ENSE00001675644	8905717	8905808
ENSE00001603923	8907841	8908029
ENSE00001804178	26646410	26647652
ENSE00001788264	24214967	24215298
ENSE00001800082	27738263	27738492
ENSE00001746593	27736470	27736660
ENSE00001614266	2696023	2696259
ENSE00001714431	26250254	26250447
ENSE00001710497	26250751	26252165
ENSE00001691217	14378586	14378737
ENSE00001804878	14374685	14374811
ENSE00001737381	14373025	14373222
ENSE00001717478	9003694	9005311
ENSE00001650635	8506335	8506447
ENSE00001733122	8512173	8512368
ENSE00001613384	8512720	8512883
ENSE00001715519	8572513	8572600
ENSE00001776324	8573144	8573324
ENSE00001657190	25892713	25892840
ENSE00001765641	25887431	25887580
ENSE00001718086	25887252	25887281
ENSE00001712499	25886883	25887041
ENSE00001732839	25886405	25886500
ENSE00001623599	24195336	24195494
ENSE00001768555	24194701	24194850
ENSE00001607684	22173972	22174090
ENSE00001704650	22167626	22167714
ENSE00001699413	22163071	22163585
ENSE00001774695	6974434	6974543
ENSE00001648340	6968774	6968868
ENSE00001644797	26118927	26119025
ENSE00001599057	26120341	26120540
ENSE00001651852	26122748	26122815
ENSE00001726876	26122901	26122933
ENSE00001788414	26130439	26130572
ENSE00001741171	26130911	26131046
ENSE00001782936	26134091	26134199
ENSE00001616123	26136306	26136418
ENSE00001758121	26138195	26138268
ENSE00001695453	26139373	26139464
ENSE00001664413	26141080	26141228
ENSE00001694546	27881271	27881307
ENSE00001642941	27879374	27879595
ENSE00001689808	27877987	27878249
ENSE00001742552	27876158	27876350
ENSE00001659626	9502838	9503010
ENSE00001688131	9506532	9506619
ENSE00001679725	6388504	6388970
ENSE00001666493	23382992	23383975
ENSE00001693593	28007090	28007415
ENSE00001728711	14442350	14443562
ENSE00001767583	20285560	20285685
ENSE00001743874	20284895	20284986
ENSE00001592268	20283081	20283269
ENSE00001612213	25171741	25171991
ENSE00001761722	25172300	25172810
ENSE00001800398	9172360	9172441
ENSE00001695576	9167489	9167665
ENSE00001763167	25911619	25911730
ENSE00001732672	25909520	25909664
ENSE00001649962	25908985	25909070
ENSE00001702931	20344721	20346300
ENSE00001772654	25897335	25897907
ENSE00001767851	28050665	28050757
ENSE00001731820	28052712	28052856
ENSE00001621307	28053305	28053397
ENSE00001778513	9068524	9068856
ENSE00001789966	3550846	3551909
ENSE00001599138	26805484	26805714
ENSE00001781743	26806034	26806553
ENSE00001615694	2870354	2870667
ENSE00001670294	2849879	2849968
ENSE00001787837	2834885	2834980
ENSE00001664412	2870579	2870612
ENSE00001751906	2870354	2870442
ENSE00001659262	2869669	2869964
ENSE00001618370	20278413	20278550
ENSE00001740946	20278706	20278734
ENSE00001805102	20278947	20279105
ENSE00001724905	20279486	20279581
ENSE00001670949	25195394	25195507
ENSE00001795349	25195827	25195883
ENSE00001626354	25196049	25197342
ENSE00001715878	28157582	28157740
ENSE00001703739	28158226	28158384
ENSE00001796121	20096229	20096449
ENSE00001737699	20098617	20098835
ENSE00001743166	20100636	20100825
ENSE00001784518	20102823	20102907
ENSE00001605344	20105048	20105140
ENSE00001672475	20488139	20488576
ENSE00001640636	20491077	20491194
ENSE00001758131	20511886	20512120
ENSE00001710040	20513770	20513854
ENSE00001790139	20513942	20515096
ENSE00001706607	20691244	20691509
ENSE00001779202	27633431	27633809
ENSE00001632989	6705748	6706293
ENSE00001734013	27535139	27537421
ENSE00001598660	27537832	27537958
ENSE00001744860	8551762	8551919
ENSE00001765620	8551411	8551473
ENSE00001794752	26425509	26427287
ENSE00001781093	26425021	26425442
ENSE00001614820	26424484	26424610
ENSE00001746702	14746216	14746333
ENSE00001794515	14744661	14744805
ENSE00001629993	14731962	14732097
ENSE00001649124	14731558	14731665
ENSE00001774864	14730915	14731055
ENSE00001494279	9175073	9175622
ENSE00003638561	9176230	9176307
ENSE00001734097	9176436	9176547
ENSE00001697845	9176649	9176794
ENSE00001703875	9176901	9176982
ENSE00001897275	9177677	9177887
ENSE00003476280	9175119	9175622
ENSE00003578244	9176890	9176982
ENSE00001711997	9177677	9177886
ENSE00003579134	9175119	9175622
ENSE00003581570	9176230	9176307
ENSE00001855646	9176436	9176982
ENSE00001810355	9177110	9177893
ENSE00001825143	9176497	9176794
ENSE00003677158	9176890	9176982
ENSE00001840824	9177677	9177878
ENSE00001661126	28546758	28546808
ENSE00001647030	28547106	28547377
ENSE00001717777	14774265	14774637
ENSE00001661171	14776571	14776617
ENSE00001804864	14798442	14798535
ENSE00001769405	14802255	14802370
ENSE00001538271	14799393	14804162
ENSE00001677769	14774468	14774637
ENSE00001720726	14799614	14800184
ENSE00002231970	14774284	14774637
ENSE00002219117	14776571	14776614
ENSE00001660519	27539301	27540203
ENSE00001721076	15060008	15060090
ENSE00001690255	15059583	15059686
ENSE00001766707	15058196	15058215
ENSE00001768739	15057933	15057980
ENSE00001787917	15057797	15057831
ENSE00001595199	15057528	15057571
ENSE00001629383	15047112	15047196
ENSE00001762780	15042075	15042237
ENSE00001621226	26153058	26153384
ENSE00001789186	9461792	9462154
ENSE00001771580	9463179	9463265
ENSE00001633534	9463471	9463583
ENSE00001599361	9463670	9463810
ENSE00001743476	9463921	9463961
ENSE00001600092	24663389	24663720
ENSE00001680177	8232073	8233191
ENSE00001758106	13901758	13903233
ENSE00001797129	26549565	26549673
ENSE00001724851	26549053	26549154
ENSE00001706454	26546483	26546664
ENSE00001717052	26543636	26543746
ENSE00001779101	26543466	26543554
ENSE00001603762	26542751	26543052
ENSE00001727355	23696765	23696912
ENSE00001718460	23698774	23698886
ENSE00001661257	23699361	23699464
ENSE00003587206	23702484	23702661
ENSE00003656490	23704577	23704729
ENSE00003571694	23706740	23706854
ENSE00003569851	23707810	23707920
ENSE00003633827	23708362	23708472
ENSE00003550118	23708907	23709017
ENSE00003663549	23709939	23710049
ENSE00003674760	23710136	23710224
ENSE00003536697	23710636	23711212
ENSE00001670247	23696790	23696912
ENSE00003581140	23704577	23704729
ENSE00003460783	23706740	23706854
ENSE00003639215	23707810	23707920
ENSE00003489167	23708362	23708472
ENSE00003511329	23708907	23709017
ENSE00003525217	23709939	23710049
ENSE00003545208	23710136	23710224
ENSE00003621655	23710636	23711212
ENSE00001600029	23698778	23698886
ENSE00001632888	23710636	23711210
ENSE00001795478	23673258	23673371
ENSE00003461810	23675233	23675345
ENSE00003638069	23675820	23675923
ENSE00003462284	23702484	23702661
ENSE00003673811	23704577	23704729
ENSE00003599248	23706740	23706854
ENSE00001635427	21489455	21490459
ENSE00001789043	6172640	6173115
ENSE00001629179	6171998	6172030
ENSE00001774484	17567915	17567954
ENSE00001712382	17493473	17493722
ENSE00001710358	17460542	17460746
ENSE00001661949	3161849	3162867
ENSE00001688800	28148401	28148623
ENSE00001679843	28150422	28150540
ENSE00001627555	28152327	28152516
ENSE00001792441	28154875	28155003
ENSE00003710715	7644562	7644748
ENSE00001628915	7617404	7617512
ENSE00001624117	7597498	7597881
ENSE00001599548	7589897	7590099
ENSE00001591968	7581026	7581138
ENSE00001803550	7677195	7677302
ENSE00001675697	7673536	7673645
ENSE00001644958	7644875	7645069
ENSE00001678529	7610636	7611068
ENSE00001637728	9363082	9363096
ENSE00001601067	9362776	9362885
ENSE00001733722	9360885	9360970
ENSE00001707869	9355208	9357334
ENSE00001654072	9362776	9362877
ENSE00003461311	9362544	9362689
ENSE00001709675	9360885	9361043
ENSE00001705207	9357275	9357334
ENSE00003224946	9364215	9364506
ENSE00003096789	9363787	9363806
ENSE00003004848	9363280	9363308
ENSE00003055029	9363163	9363219
ENSE00003198125	9363082	9363148
ENSE00003165650	9362850	9362885
ENSE00003163421	9362776	9362848
ENSE00003611037	9362544	9362689
ENSE00003028414	9362384	9362425
ENSE00001611400	6131875	6131994
ENSE00001669863	6129985	6130070
ENSE00001673478	6124308	6126433
ENSE00001712586	6131875	6131976
ENSE00003709639	6131643	6131788
ENSE00001663750	6129985	6130143
ENSE00001795860	6126374	6126433
ENSE00003709660	6130047	6130143
ENSE00001688314	8240282	8240751
ENSE00001698575	28234536	28234640
ENSE00001669923	28232883	28233007
ENSE00001614971	28232234	28232346
ENSE00001661020	28229897	28230516
ENSE00001744230	28229431	28229527
ENSE00001720034	28209980	28210076
ENSE00001752268	28203178	28203341
ENSE00001592390	28201926	28201996
ENSE00001666495	9789162	9789270
ENSE00001728287	9789732	9789807
ENSE00001639523	9795049	9795161
ENSE00001648850	9796028	9796138
ENSE00001756419	9796219	9796307
ENSE00001707777	9796721	9797032
ENSE00001796289	5205786	5207005
ENSE00002291273	5205788	5206981
ENSE00001772277	27869163	27869328
ENSE00001708810	27869664	27869857
ENSE00001618426	27870239	27870333
ENSE00001635775	28354223	28354295
ENSE00001597436	28344478	28344604
ENSE00001731360	24585087	24585287
ENSE00001688179	24585622	24585931
ENSE00001696656	24592479	24592619
ENSE00001742686	24602582	24602804
ENSE00001695575	24603113	24603198
ENSE00001748239	24610377	24610495
ENSE00001686372	24610926	24611279
ENSE00001757378	24624912	24625001
ENSE00001738135	24626468	24626803
ENSE00001662296	24628604	24628689
ENSE00001781418	24628810	24629006
ENSE00001735320	24629551	24629668
ENSE00001802546	24630184	24630861
ENSE00001607267	24626684	24626803
ENSE00001677719	24630184	24630448
ENSE00001719566	24631498	24631739
ENSE00001779056	6174083	6174412
ENSE00001754002	6175464	6175541
ENSE00001765437	6175737	6175852
ENSE00001739366	6175939	6175961
ENSE00001795992	5661341	5661778
ENSE00001739581	9925635	9925740
ENSE00001645033	9926775	9927195
ENSE00001700611	26716349	26716509
ENSE00001798741	26743516	26743591
ENSE00001724601	26745396	26745503
ENSE00001655881	26752172	26753172
ENSE00001742351	16192955	16193049
ENSE00001606802	16193186	16193329
ENSE00001592567	16198415	16198480
ENSE00001620082	15272747	15274125
ENSE00001793879	15271867	15272027
ENSE00001621504	15265842	15265935
ENSE00001741426	15272805	15273460
ENSE00001721819	15271184	15271380
ENSE00001760736	20811557	20812165
ENSE00001706919	28044702	28044800
ENSE00001668409	28043278	28043483
ENSE00001658969	28027522	28027656
ENSE00001806118	28027030	28027177
ENSE00001766229	28023878	28023983
ENSE00001720050	28021112	28021230
ENSE00001705255	28019252	28019325
ENSE00001599768	28018078	28018149
ENSE00001723842	19901223	19901364
ENSE00001600158	19901042	19901070
ENSE00001782991	19900671	19900841
ENSE00001648973	19900195	19900290
ENSE00001803460	27673796	27673933
ENSE00001656819	27671351	27671435
ENSE00001682459	27670168	27670257
ENSE00001653328	27665826	27665884
ENSE00001804144	27659272	27659320
ENSE00001709330	27658448	27658543
ENSE00001598977	14077914	14078105
ENSE00001609880	14088788	14093745
ENSE00001671213	14099618	14100561
ENSE00001674255	14106187	14108092
ENSE00001623621	9928411	9928816
ENSE00001799526	23628730	23629049
ENSE00001753337	23627615	23627697
ENSE00001695538	23627270	23627386
ENSE00001794473	59001391	59001635
ENSE00001695426	6364626	6364798
ENSE00001695477	6361017	6361112
ENSE00001643114	26288505	26288642
ENSE00001795389	26291003	26291087
ENSE00001629300	26292177	26292270
ENSE00001702866	26296554	26296612
ENSE00001660124	26303118	26303166
ENSE00001619869	26303895	26303990
ENSE00001716125	17019778	17019948
ENSE00001626278	27314746	27315988
ENSE00001758513	9365489	9366020
ENSE00003678107	9366628	9366705
ENSE00001645840	9366834	9366945
ENSE00003600117	9367047	9367192
ENSE00003511199	9367299	9367380
ENSE00001900367	9368075	9368285
ENSE00003531660	9365535	9366020
ENSE00001716327	9367288	9367380
ENSE00001604245	9368075	9368284
ENSE00003623643	9365535	9366020
ENSE00003481640	9366628	9366705
ENSE00001885335	9366834	9367380
ENSE00001840919	9367508	9368291
ENSE00001860458	9366895	9367192
ENSE00003665834	9367299	9367380
ENSE00001947561	9368075	9368276
ENSE00001665114	9365535	9365621
ENSE00001608967	9365883	9366020
ENSE00003550132	9367047	9367192
ENSE00001799927	20903729	20903872
ENSE00001728219	7557118	7557589
ENSE00001660382	7556424	7556497
ENSE00001592812	7556182	7556292
ENSE00001628878	7555938	7556083
ENSE00001744875	7555780	7555844
ENSE00001601315	14365457	14365582
ENSE00001626390	14365918	14366162
ENSE00001803290	20340818	20341146
ENSE00001772292	23567656	23567881
ENSE00001707613	25872620	25872955
ENSE00001679661	25862069	25862848
ENSE00001746820	25695956	25696297
ENSE00001781854	25696762	25696800
ENSE00001650660	25697030	25697104
ENSE00001695376	25697200	25697339
ENSE00001765364	25697457	25697532
ENSE00001648735	7558552	7558878
ENSE00001646873	7560201	7560318
ENSE00001718144	7560405	7560574
ENSE00001762583	7560673	7560719
ENSE00001727148	9871697	9871796
ENSE00001611218	9871164	9871264
ENSE00001798859	9867998	9868175
ENSE00001631408	9864119	9864270
ENSE00001610747	9861966	9862080
ENSE00001695935	9860979	9861089
ENSE00001751980	9860804	9860892
ENSE00001795242	9860098	9860398
ENSE00002293458	9868005	9868142
ENSE00001661837	9385717	9386189
ENSE00001780404	9386797	9386874
ENSE00001761447	9387003	9387114
ENSE00001796958	9387216	9387360
ENSE00001609132	9387456	9387548
ENSE00001624832	9388269	9388290
ENSE00001791982	24251897	24252016
ENSE00001595474	24249032	24249149
ENSE00001710293	24248252	24248516
ENSE00001792666	24246961	24247202
ENSE00001799370	24293431	24293631
ENSE00001733114	24292787	24293096
ENSE00001657618	24286097	24286237
ENSE00001783522	24275906	24276128
ENSE00001698815	24275512	24275597
ENSE00001706895	24268215	24268333
ENSE00001789274	24267431	24267784
ENSE00001654967	24253699	24253788
ENSE00001692849	24251897	24252232
ENSE00001679112	24250011	24250096
ENSE00001694527	24249694	24249890
ENSE00001769353	24247839	24248516
ENSE00001731828	23823812	23824028
ENSE00001720641	23826649	23826863
ENSE00001658227	23828985	23829162
ENSE00001797496	23831970	23832096
ENSE00001739891	23834456	23835359
ENSE00001634813	23835770	23835894
ENSE00001793150	7672965	7673120
ENSE00001702273	7677902	7678724
ENSE00001639020	6111595	6111651
ENSE00003553084	6111336	6111481
ENSE00001663564	6110487	6110795
ENSE00001791643	6026843	6027306
ENSE00001802023	23598954	23599131
ENSE00001693799	23596577	23596729
ENSE00001692050	23594470	23594584
ENSE00001799280	23593473	23593583
ENSE00001673716	23593292	23593380
ENSE00001673218	23592583	23592883
ENSE00001735464	25917379	25917476
ENSE00001733578	25918895	25919096
ENSE00001790322	25929787	25929855
ENSE00001797275	25929940	25929970
ENSE00001737717	25930761	25930884
ENSE00001693294	25934719	25934853
ENSE00001707543	25935198	25935343
ENSE00001761870	25938390	25938496
ENSE00001624501	25941145	25941263
ENSE00001635783	25943050	25943123
ENSE00001736833	25944226	25944297
ENSE00001766910	23292756	23293067
ENSE00001794575	10027986	10029907
ENSE00001739223	26223946	26224167
ENSE00001657411	26225770	26225959
ENSE00001652940	28089415	28089750
ENSE00001752327	28099520	28100299
ENSE00001634021	20063469	20063633
ENSE00001709795	20063942	20065380
ENSE00001734007	6311475	6311676
ENSE00001620336	6315014	6315118
ENSE00001679045	20108912	20109132
ENSE00001662816	20107081	20107289
ENSE00001772499	2657868	2658369
ENSE00001762435	6768794	6768889
ENSE00001777650	6769188	6769413
ENSE00001788545	9233622	9233636
ENSE00001744623	9233316	9233425
ENSE00001769532	9231415	9231500
ENSE00001679232	9225731	9227859
ENSE00001651045	9233316	9233417
ENSE00003512039	9233084	9233229
ENSE00001780836	9231415	9231573
ENSE00001616192	9227800	9227859
ENSE00001618439	27712010	27712180
ENSE00001613903	27710269	27711710
ENSE00001697534	24548322	24548715
ENSE00001718987	24547249	24547333
ENSE00001618280	24546939	24547004
ENSE00001681425	24546709	24546852
ENSE00001658411	24546550	24546591
ENSE00001797328	28780670	28780799
ENSE00001638296	28779492	28779578
ENSE00001681574	28776794	28776896
ENSE00001741452	28774418	28774584
ENSE00001725096	28774090	28774169
ENSE00001670663	28769733	28769813
ENSE00001752207	28768659	28768755
ENSE00001687652	28767920	28768042
ENSE00001747631	28761441	28761678
ENSE00001702742	28760301	28761109
ENSE00001647502	28757860	28757954
ENSE00001744948	28747038	28747169
ENSE00001663098	28740998	28741192
ENSE00001745034	24086159	24086490
ENSE00001592977	24086970	24087008
ENSE00001710578	24087207	24087316
ENSE00001639465	24087404	24087547
ENSE00001714793	24087665	24087740
ENSE00001767839	22148951	22149738
ENSE00001716848	22148461	22148590
ENSE00001766151	20670463	20670954
ENSE00001747238	7543952	7544065
ENSE00001683875	7543407	7543512
ENSE00001737985	7540669	7540779
ENSE00001745774	7540491	7540579
ENSE00001733068	7539784	7540083
ENSE00001290990	9324922	9325425
ENSE00001663813	9326033	9326110
ENSE00003569983	9326239	9326350
ENSE00003622104	9326452	9326597
ENSE00003482640	9326704	9326785
ENSE00003512313	9327480	9327689
ENSE00001696304	9324922	9325008
ENSE00001597607	9325288	9325425
ENSE00003468775	9326239	9326350
ENSE00003536218	9326452	9326597
ENSE00003492729	9326704	9326785
ENSE00003690238	9327480	9327689
ENSE00001761519	21010150	21010221
ENSE00001788634	21011415	21011615
ENSE00001681234	21013835	21013899
ENSE00001682885	21013987	21014016
ENSE00001673336	21018235	21018371
ENSE00001695625	21018720	21018835
ENSE00001609688	21021946	21022052
ENSE00001655456	21024221	21024338
ENSE00001692470	21026120	21026187
ENSE00001762760	21027300	21027399
ENSE00001659235	21029026	21029166
ENSE00001761647	20987993	20988213
ENSE00001593456	20988983	20989106
ENSE00001801031	20989185	20989278
ENSE00001625027	20991185	20991373
ENSE00001685429	9042006	9042220
ENSE00001591638	9039003	9039209
ENSE00001627602	9036701	9036890
ENSE00001792305	9031201	9031324
ENSE00001757037	9027797	9028681
ENSE00001684075	9027238	9027361
ENSE00001723160	19737527	19737712
ENSE00001611031	19736501	19736641
ENSE00001786310	19736203	19736318
ENSE00001774959	19735972	19736125
ENSE00001686516	19735744	19735868
ENSE00001719847	19735027	19735099
ENSE00001637326	19734685	19734776
ENSE00001667900	19733897	19733995
ENSE00001663539	19733340	19733419
ENSE00001684864	19733139	19733262
ENSE00001801245	6134634	6135110
ENSE00001673942	6135717	6135794
ENSE00001616659	6135923	6136033
ENSE00001720897	6136133	6136275
ENSE00001765257	6136383	6136471
ENSE00001690000	6137170	6137316
ENSE00001716389	9748407	9748463
ENSE00001712560	9748577	9748722
ENSE00001616878	9749263	9749571
ENSE00001763631	27632787	27633012
ENSE00001727939	27633257	27633469
ENSE00003523445	26360936	26360978
ENSE00003487606	26360671	26360749
ENSE00003671977	26359202	26359551
ENSE00003601792	26358846	26358903
ENSE00003665075	26357415	26357489
ENSE00003544401	26356906	26356994
ENSE00003690828	26356462	26356650
ENSE00003689528	26356280	26356372
ENSE00003469618	26356114	26356197
ENSE00002089038	26356197	26356279
ENSE00001747437	7938643	7938764
ENSE00001676711	7936937	7938159
ENSE00001663038	20790859	20790963
ENSE00001745094	20788906	20789042
ENSE00001639312	20783952	20784123
ENSE00001691121	20771224	20771330
ENSE00001731541	20769344	20769471
ENSE00001801724	20767634	20767707
ENSE00001637732	20765910	20766045
ENSE00001620479	20764913	20765042
ENSE00001596214	20764267	20764378
ENSE00001632411	20761593	20762219
ENSE00001598287	20761106	20761217
ENSE00003465401	20750492	20750592
ENSE00003603784	20749298	20749434
ENSE00001607039	20745796	20745946
ENSE00001725327	20744540	20744606
ENSE00001768509	20743949	20744242
ENSE00003484855	27629055	27629777
ENSE00003584721	27632781	27632852
ENSE00001805078	26796955	26797681
ENSE00001651627	7859028	7859847
ENSE00001897973	15863536	15863885
ENSE00003707476	15902799	15902846
ENSE00001833379	15970382	15970604
ENSE00001943337	15980947	15981130
ENSE00001869013	15983562	15983678
ENSE00001819899	15999138	15999343
ENSE00001871038	16014754	16014848
ENSE00001853509	16017561	16017731
ENSE00001855011	16018706	16018926
ENSE00001869938	16020052	16020193
ENSE00001858305	16027646	16027704
ENSE00001665626	15863673	15863885
ENSE00001700678	15864974	15865039
ENSE00003705410	15866520	15866669
ENSE00001708493	15966324	15966457
ENSE00001755301	15970397	15970474
ENSE00001834814	15864978	15865039
ENSE00001810485	15970397	15970526
ENSE00001921850	15971548	15971701
ENSE00001942280	15980947	15981008
ENSE00001957709	15983513	15983586
ENSE00001593220	20835919	20835930
ENSE00001799029	20836103	20836201
ENSE00001736209	20837256	20837458
ENSE00001597754	20840328	20840395
ENSE00001645084	20840484	20840514
ENSE00001630093	20853209	20853313
ENSE00001777109	20855130	20855266
ENSE00001788874	20860049	20860220
ENSE00001795527	20872844	20872950
ENSE00001784531	20874704	20874802
ENSE00001748450	20876467	20876540
ENSE00001604424	20878129	20878264
ENSE00001711949	20879132	20879261
ENSE00001747846	20879796	20879907
ENSE00001683758	20881955	20882582
ENSE00001729014	20882957	20883068
ENSE00003703880	20893583	20893683
ENSE00003706916	20894741	20894877
ENSE00001642045	20898229	20898379
ENSE00001673682	20899569	20899635
ENSE00001602445	20899933	20899975
ENSE00001773752	20891768	20891909
ENSE00003709828	20894045	20894158
ENSE00003684405	20899941	20901083
ENSE00002305110	20893577	20893683
ENSE00003584068	20894741	20894877
ENSE00003459679	20899941	20901083
ENSE00001731860	24064067	24064189
ENSE00001635505	24062093	24062205
ENSE00001802644	24061513	24061616
ENSE00003593123	24056248	24056400
ENSE00003642844	24054123	24054237
ENSE00003666042	24053057	24053167
ENSE00003674429	24052505	24052615
ENSE00003502244	24051960	24052070
ENSE00003616658	24050928	24051038
ENSE00003603776	24050753	24050841
