tx_id	exon_id	exon_idx
ENST00000431358	ENSE00002025193	6
ENST00000382670	ENSE00001605630	1
ENST00000382670	ENSE00002029402	2
ENST00000382670	ENSE00002071256	3
ENST00000382670	ENSE00001752142	4
ENST00000382670	ENSE00001625315	5
ENST00000382670	ENSE00001784994	6
ENST00000382670	ENSE00001627758	7
ENST00000382670	ENSE00001785135	8
ENST00000382670	ENSE00001784976	9
ENST00000382670	ENSE00001614661	10
ENST00000538925	ENSE00002247829	1
ENST00000538925	ENSE00002029402	2
ENST00000538925	ENSE00002071256	3
ENST00000538925	ENSE00002322909	4
ENST00000441780	ENSE00001696638	1
ENST00000441780	ENSE00001710713	2
ENST00000441780	ENSE00001621856	3
ENST00000441780	ENSE00001665831	4
ENST00000441780	ENSE00001614475	5
ENST00000441780	ENSE00001747959	6
ENST00000441780	ENSE00001629056	7
ENST00000441780	ENSE00001738683	8
ENST00000441780	ENSE00001745419	9
ENST00000361365	ENSE00001435537	1
ENST00000361365	ENSE00003613684	2
ENST00000361365	ENSE00003657245	3
ENST00000361365	ENSE00003465639	4
ENST00000361365	ENSE00001635972	5
ENST00000361365	ENSE00003488477	6
ENST00000361365	ENSE00001436409	7
ENST00000465253	ENSE00001900287	1
ENST00000465253	ENSE00003550832	2
ENST00000465253	ENSE00003637584	3
ENST00000465253	ENSE00003458723	4
ENST00000465253	ENSE00001848909	5
ENST00000382772	ENSE00001848730	1
ENST00000382772	ENSE00003613684	2
ENST00000382772	ENSE00003657245	3
ENST00000382772	ENSE00001635972	4
ENST00000382772	ENSE00003488477	5
ENST00000382772	ENSE00003530204	6
ENST00000464196	ENSE00001918431	1
ENST00000464196	ENSE00003571869	2
ENST00000485584	ENSE00001943944	1
ENST00000485584	ENSE00003530759	2
ENST00000485584	ENSE00003571869	3
ENST00000382314	ENSE00001608723	1
ENST00000382314	ENSE00001761380	2
ENST00000382314	ENSE00001671603	3
ENST00000382314	ENSE00001610089	4
ENST00000382314	ENSE00001639000	5
ENST00000382314	ENSE00001609022	6
ENST00000382314	ENSE00001796227	7
ENST00000382314	ENSE00001643133	8
ENST00000382314	ENSE00001610738	9
ENST00000382314	ENSE00001694635	10
ENST00000382314	ENSE00001628323	11
ENST00000382314	ENSE00001759079	12
ENST00000382314	ENSE00003621500	13
ENST00000382314	ENSE00003476346	14
ENST00000382314	ENSE00003593830	15
ENST00000382314	ENSE00003673436	16
ENST00000382314	ENSE00002286159	17
ENST00000382296	ENSE00001761380	1
ENST00000382296	ENSE00001671603	2
ENST00000382296	ENSE00001610089	3
ENST00000382296	ENSE00001639000	4
ENST00000382296	ENSE00001609022	5
ENST00000382296	ENSE00001796227	6
ENST00000382296	ENSE00001643133	7
ENST00000382296	ENSE00001610738	8
ENST00000382296	ENSE00001694635	9
ENST00000382296	ENSE00001628323	10
ENST00000382296	ENSE00001759079	11
ENST00000382296	ENSE00003621500	12
ENST00000382296	ENSE00003521530	13
ENST00000382296	ENSE00003476346	14
ENST00000382296	ENSE00003593830	15
ENST00000382296	ENSE00001409187	16
ENST00000449750	ENSE00001608723	1
ENST00000449750	ENSE00001784722	2
ENST00000449750	ENSE00001612288	3
ENST00000449750	ENSE00001607094	4
ENST00000449750	ENSE00001741374	5
ENST00000449750	ENSE00001709278	6
ENST00000449750	ENSE00001796227	7
ENST00000449750	ENSE00001643133	8
ENST00000449750	ENSE00001610738	9
ENST00000449750	ENSE00001694635	10
ENST00000449750	ENSE00001628323	11
ENST00000449750	ENSE00001632077	12
ENST00000449750	ENSE00003646399	13
ENST00000449750	ENSE00003476346	14
ENST00000449750	ENSE00003593830	15
ENST00000449750	ENSE00003673436	16
ENST00000449750	ENSE00002286159	17
ENST00000415508	ENSE00002226159	1
ENST00000415508	ENSE00001784722	2
ENST00000415508	ENSE00001612288	3
ENST00000415508	ENSE00001607094	4
ENST00000415508	ENSE00001741374	5
ENST00000415508	ENSE00001709278	6
ENST00000415508	ENSE00001796227	7
ENST00000415508	ENSE00001643133	8
ENST00000415508	ENSE00001628323	9
ENST00000415508	ENSE00003609241	10
ENST00000415508	ENSE00003641574	11
ENST00000415508	ENSE00003582499	12
ENST00000415508	ENSE00003476346	13
ENST00000415508	ENSE00003593830	14
ENST00000415508	ENSE00003673436	15
ENST00000415508	ENSE00002310973	16
ENST00000440066	ENSE00001804650	1
ENST00000440066	ENSE00001784722	2
ENST00000440066	ENSE00001612288	3
ENST00000440066	ENSE00001607094	4
ENST00000440066	ENSE00001741374	5
ENST00000440066	ENSE00001709278	6
ENST00000440066	ENSE00001761380	7
ENST00000440066	ENSE00001671603	8
ENST00000440066	ENSE00001610089	9
ENST00000440066	ENSE00001639000	10
ENST00000440066	ENSE00001609022	11
ENST00000440066	ENSE00001796227	12
ENST00000440066	ENSE00001643133	13
ENST00000440066	ENSE00001610738	14
ENST00000440066	ENSE00001694635	15
ENST00000440066	ENSE00001628323	16
ENST00000440066	ENSE00001632077	17
ENST00000440066	ENSE00003646399	18
ENST00000440066	ENSE00003609241	19
ENST00000440066	ENSE00003476346	20
ENST00000440066	ENSE00003593830	21
ENST00000440066	ENSE00003673436	22
ENST00000440066	ENSE00002286159	23
ENST00000382432	ENSE00002247728	1
ENST00000382432	ENSE00001761380	2
ENST00000382432	ENSE00001671603	3
ENST00000382432	ENSE00001610089	4
ENST00000382432	ENSE00001639000	5
ENST00000382432	ENSE00001609022	6
ENST00000382432	ENSE00001796227	7
ENST00000382432	ENSE00001643133	8
ENST00000382432	ENSE00001610738	9
ENST00000382432	ENSE00001694635	10
ENST00000382432	ENSE00001628323	11
ENST00000382432	ENSE00001632077	12
ENST00000382432	ENSE00003646399	13
ENST00000382432	ENSE00001759079	14
ENST00000382432	ENSE00003688590	15
ENST00000382432	ENSE00003491822	16
ENST00000382432	ENSE00003627572	17
ENST00000382432	ENSE00003463917	18
ENST00000382432	ENSE00002242041	19
ENST00000382432	ENSE00003542339	20
ENST00000382432	ENSE00003675468	21
ENST00000382432	ENSE00003605405	22
ENST00000382432	ENSE00003571325	23
ENST00000382432	ENSE00002286159	24
ENST00000400494	ENSE00002324480	1
ENST00000400494	ENSE00001761380	2
ENST00000400494	ENSE00001671603	3
ENST00000400494	ENSE00001610089	4
ENST00000400494	ENSE00001639000	5
ENST00000400494	ENSE00001609022	6
ENST00000400494	ENSE00001796227	7
ENST00000400494	ENSE00001643133	8
ENST00000400494	ENSE00001610738	9
ENST00000400494	ENSE00001694635	10
ENST00000400494	ENSE00001628323	11
ENST00000400494	ENSE00001632077	12
ENST00000400494	ENSE00003646399	13
ENST00000400494	ENSE00001759079	14
ENST00000400494	ENSE00003688590	15
ENST00000400494	ENSE00003675468	16
ENST00000400494	ENSE00003605405	17
ENST00000400494	ENSE00003571325	18
ENST00000400494	ENSE00002310973	19
ENST00000382290	ENSE00002247728	1
ENST00000382290	ENSE00001761380	2
ENST00000382290	ENSE00001671603	3
ENST00000382290	ENSE00001610089	4
ENST00000382290	ENSE00001639000	5
ENST00000382290	ENSE00001609022	6
ENST00000382290	ENSE00001796227	7
ENST00000382290	ENSE00001643133	8
ENST00000382290	ENSE00001610738	9
ENST00000382290	ENSE00001694635	10
ENST00000382290	ENSE00001628323	11
ENST00000382290	ENSE00001632077	12
ENST00000382290	ENSE00003528908	13
ENST00000382290	ENSE00003669768	14
ENST00000382290	ENSE00003491822	15
ENST00000382290	ENSE00003627572	16
ENST00000382290	ENSE00003463917	17
ENST00000382290	ENSE00002242041	18
ENST00000382290	ENSE00003542339	19
ENST00000382290	ENSE00003675468	20
ENST00000382290	ENSE00003605405	21
ENST00000382290	ENSE00003571325	22
ENST00000382290	ENSE00002286159	23
ENST00000416956	ENSE00001693578	1
ENST00000416956	ENSE00001701535	2
ENST00000416956	ENSE00001742121	3
ENST00000416956	ENSE00001646556	4
ENST00000416956	ENSE00001671473	5
ENST00000382449	ENSE00001639518	1
ENST00000382449	ENSE00001640624	2
ENST00000382449	ENSE00001689126	3
ENST00000382449	ENSE00001736653	4
ENST00000382449	ENSE00001659494	5
ENST00000382449	ENSE00001723992	6
ENST00000382449	ENSE00001592425	7
ENST00000382449	ENSE00001676137	8
ENST00000382449	ENSE00001748863	9
ENST00000382449	ENSE00001787726	10
ENST00000382449	ENSE00001605577	11
ENST00000382449	ENSE00001607297	12
ENST00000382449	ENSE00001771158	13
ENST00000382449	ENSE00001743603	14
ENST00000382449	ENSE00001706458	15
ENST00000382449	ENSE00001690453	16
ENST00000382449	ENSE00001659100	17
ENST00000382449	ENSE00001717191	18
ENST00000382449	ENSE00001705999	19
ENST00000382449	ENSE00001622502	20
ENST00000382449	ENSE00001695324	21
ENST00000382449	ENSE00001659634	22
ENST00000382449	ENSE00001668820	23
ENST00000382440	ENSE00001603036	1
ENST00000382440	ENSE00001640624	2
ENST00000382440	ENSE00001689126	3
ENST00000382440	ENSE00001736653	4
ENST00000382440	ENSE00001659494	5
ENST00000382440	ENSE00001723992	6
ENST00000382440	ENSE00001592425	7
ENST00000382440	ENSE00001676137	8
ENST00000382440	ENSE00001748863	9
ENST00000382440	ENSE00001780208	10
ENST00000382440	ENSE00001682794	11
ENST00000382440	ENSE00001787726	12
ENST00000382440	ENSE00001605577	13
ENST00000382440	ENSE00001736828	14
ENST00000382440	ENSE00001674452	15
ENST00000382440	ENSE00001686143	16
ENST00000382440	ENSE00001607297	17
ENST00000382440	ENSE00001771158	18
ENST00000382440	ENSE00001743603	19
ENST00000382440	ENSE00001706458	20
ENST00000382440	ENSE00001690453	21
ENST00000382440	ENSE00001659100	22
ENST00000382440	ENSE00001717191	23
ENST00000382440	ENSE00001705999	24
ENST00000382440	ENSE00001622502	25
ENST00000382440	ENSE00001695324	26
ENST00000382440	ENSE00001659634	27
ENST00000382440	ENSE00001687149	28
ENST00000382433	ENSE00001943922	1
ENST00000382433	ENSE00001640624	2
ENST00000382433	ENSE00001689126	3
ENST00000382433	ENSE00001736653	4
ENST00000382433	ENSE00001659494	5
ENST00000382433	ENSE00001723992	6
ENST00000382433	ENSE00001592425	7
ENST00000382433	ENSE00001676137	8
ENST00000382433	ENSE00001748863	9
ENST00000382433	ENSE00001787726	10
ENST00000382433	ENSE00001605577	11
ENST00000382433	ENSE00001736828	12
ENST00000382433	ENSE00001674452	13
ENST00000382433	ENSE00001771158	14
ENST00000382433	ENSE00001743603	15
ENST00000382433	ENSE00001706458	16
ENST00000382433	ENSE00001690453	17
ENST00000382433	ENSE00001659100	18
ENST00000382433	ENSE00001717191	19
ENST00000382433	ENSE00001705999	20
ENST00000382433	ENSE00001622502	21
ENST00000382433	ENSE00001695324	22
ENST00000382433	ENSE00001659634	23
ENST00000382433	ENSE00001865723	24
ENST00000382306	ENSE00001603036	1
ENST00000382306	ENSE00001640624	2
ENST00000382306	ENSE00001689126	3
ENST00000382306	ENSE00001736653	4
ENST00000382306	ENSE00001659494	5
ENST00000382306	ENSE00001723992	6
ENST00000382306	ENSE00001592425	7
ENST00000382306	ENSE00001676137	8
ENST00000382306	ENSE00001748863	9
ENST00000382306	ENSE00001780208	10
ENST00000382306	ENSE00001682794	11
ENST00000382306	ENSE00001787726	12
ENST00000382306	ENSE00001674452	13
ENST00000382306	ENSE00001743603	14
ENST00000382306	ENSE00001706458	15
ENST00000382306	ENSE00001690453	16
ENST00000382306	ENSE00001659100	17
ENST00000382306	ENSE00001717191	18
ENST00000382306	ENSE00001705999	19
ENST00000382306	ENSE00001622502	20
ENST00000382306	ENSE00001695324	21
ENST00000382306	ENSE00001659634	22
ENST00000382306	ENSE00001542120	23
ENST00000449947	ENSE00001685890	1
ENST00000449947	ENSE00001640624	2
ENST00000449947	ENSE00001689126	3
ENST00000449947	ENSE00001736653	4
ENST00000449947	ENSE00001659494	5
ENST00000449947	ENSE00001723992	6
ENST00000449947	ENSE00001592425	7
ENST00000449947	ENSE00001676137	8
ENST00000449947	ENSE00001748863	9
ENST00000449947	ENSE00001780208	10
ENST00000449947	ENSE00001682794	11
ENST00000449947	ENSE00001787726	12
ENST00000449947	ENSE00001674452	13
ENST00000449947	ENSE00001622502	14
ENST00000449947	ENSE00001695324	15
ENST00000449947	ENSE00001659634	16
ENST00000449947	ENSE00001687149	17
ENST00000382294	ENSE00001795799	1
ENST00000382294	ENSE00001640624	2
ENST00000382294	ENSE00001689126	3
ENST00000382294	ENSE00001736653	4
ENST00000382294	ENSE00001659494	5
ENST00000382294	ENSE00001723992	6
ENST00000382294	ENSE00001592425	7
ENST00000382294	ENSE00001676137	8
ENST00000382294	ENSE00001682794	9
ENST00000382294	ENSE00001743603	10
ENST00000382294	ENSE00001706458	11
ENST00000382294	ENSE00001690453	12
ENST00000382294	ENSE00001622502	13
ENST00000382294	ENSE00001695324	14
ENST00000382294	ENSE00001659634	15
ENST00000382294	ENSE00001656459	16
ENST00000382424	ENSE00001943922	1
ENST00000382424	ENSE00001640624	2
ENST00000382424	ENSE00001689126	3
ENST00000382424	ENSE00001736653	4
ENST00000382424	ENSE00001659494	5
ENST00000382424	ENSE00001723992	6
ENST00000382424	ENSE00001592425	7
ENST00000382424	ENSE00001676137	8
ENST00000382424	ENSE00001748863	9
ENST00000382424	ENSE00001780208	10
ENST00000382424	ENSE00001682794	11
ENST00000382424	ENSE00001787726	12
ENST00000382424	ENSE00001674452	13
ENST00000382424	ENSE00001771158	14
ENST00000382424	ENSE00001743603	15
ENST00000382424	ENSE00001706458	16
ENST00000382424	ENSE00001690453	17
ENST00000382424	ENSE00001659100	18
ENST00000382424	ENSE00001717191	19
ENST00000382424	ENSE00001705999	20
ENST00000382424	ENSE00001622502	21
ENST00000382424	ENSE00001695324	22
ENST00000382424	ENSE00001659634	23
ENST00000382424	ENSE00001656459	24
ENST00000400493	ENSE00001612046	1
ENST00000400493	ENSE00001640624	2
ENST00000400493	ENSE00001689126	3
ENST00000400493	ENSE00001736653	4
ENST00000400493	ENSE00001659494	5
ENST00000400493	ENSE00001723992	6
ENST00000400493	ENSE00001592425	7
ENST00000400493	ENSE00001676137	8
ENST00000400493	ENSE00001748863	9
ENST00000400493	ENSE00001780208	10
ENST00000400493	ENSE00001787726	11
ENST00000400493	ENSE00001736828	12
ENST00000400493	ENSE00001674452	13
ENST00000400493	ENSE00001607297	14
ENST00000400493	ENSE00001771158	15
ENST00000400493	ENSE00001622502	16
ENST00000400493	ENSE00001695324	17
ENST00000400493	ENSE00001659634	18
ENST00000400493	ENSE00001656459	19
ENST00000382431	ENSE00001612046	1
ENST00000382431	ENSE00001640624	2
ENST00000382431	ENSE00001689126	3
ENST00000382431	ENSE00001736653	4
ENST00000382431	ENSE00001659494	5
ENST00000382431	ENSE00001723992	6
ENST00000382431	ENSE00001592425	7
ENST00000382431	ENSE00001676137	8
ENST00000382431	ENSE00001748863	9
ENST00000382431	ENSE00001780208	10
ENST00000382431	ENSE00001682794	11
ENST00000382431	ENSE00001787726	12
ENST00000382431	ENSE00001605577	13
ENST00000382431	ENSE00001736828	14
ENST00000382431	ENSE00001674452	15
ENST00000382431	ENSE00001607297	16
ENST00000382431	ENSE00001771158	17
ENST00000382431	ENSE00001622502	18
ENST00000382431	ENSE00001695324	19
ENST00000382431	ENSE00001659634	20
ENST00000382431	ENSE00002307170	21
ENST00000382434	ENSE00001603036	1
ENST00000382434	ENSE00001640624	2
ENST00000382434	ENSE00001689126	3
ENST00000382434	ENSE00001736653	4
ENST00000382434	ENSE00001659494	5
ENST00000382434	ENSE00001723992	6
ENST00000382434	ENSE00001592425	7
ENST00000382434	ENSE00001676137	8
ENST00000382434	ENSE00001748863	9
ENST00000382434	ENSE00001780208	10
ENST00000382434	ENSE00001682794	11
ENST00000382434	ENSE00001787726	12
ENST00000382434	ENSE00001736828	13
ENST00000382434	ENSE00001674452	14
ENST00000382434	ENSE00002288552	15
ENST00000382966	ENSE00001494103	1
ENST00000382966	ENSE00003566412	2
ENST00000382966	ENSE00001494100	3
ENST00000493160	ENSE00001936584	1
ENST00000493160	ENSE00003683672	2
ENST00000493160	ENSE00003566412	3
ENST00000493160	ENSE00001833093	4
ENST00000493160	ENSE00001864445	5
ENST00000357871	ENSE00001494103	1
ENST00000357871	ENSE00003566412	2
ENST00000357871	ENSE00001431292	3
ENST00000382963	ENSE00001494096	1
ENST00000382963	ENSE00003683672	2
ENST00000382963	ENSE00003566412	3
ENST00000382963	ENSE00001494094	4
ENST00000382965	ENSE00001494099	1
ENST00000382965	ENSE00003566412	2
ENST00000417072	ENSE00001626669	1
ENST00000417072	ENSE00001628061	2
ENST00000417072	ENSE00001654045	3
ENST00000417072	ENSE00001742514	4
ENST00000417072	ENSE00001625965	5
ENST00000417072	ENSE00001637388	6
ENST00000417072	ENSE00001647627	7
ENST00000450591	ENSE00001713628	1
ENST00000450591	ENSE00001608925	2
ENST00000450591	ENSE00001661659	3
ENST00000450591	ENSE00001718232	4
ENST00000450591	ENSE00001712140	5
ENST00000450591	ENSE00001710562	6
ENST00000450591	ENSE00001697617	7
ENST00000388836	ENSE00001796890	1
ENST00000400275	ENSE00001542224	1
ENST00000536206	ENSE00002304178	1
ENST00000536206	ENSE00002218148	2
ENST00000258589	ENSE00002225900	1
ENST00000258589	ENSE00002060648	2
ENST00000258589	ENSE00002054613	3
ENST00000258589	ENSE00002062274	4
ENST00000258589	ENSE00001794058	5
ENST00000258589	ENSE00002063262	6
ENST00000258589	ENSE00002075791	7
ENST00000258589	ENSE00002083827	8
ENST00000258589	ENSE00001329242	9
ENST00000258589	ENSE00001755500	10
ENST00000258589	ENSE00001609863	11
ENST00000258589	ENSE00002050610	12
ENST00000258589	ENSE00001759871	13
ENST00000258589	ENSE00001803087	14
ENST00000258589	ENSE00001650788	15
ENST00000258589	ENSE00001785401	16
ENST00000258589	ENSE00001711963	17
ENST00000258589	ENSE00001803764	18
ENST00000258589	ENSE00001634122	19
ENST00000258589	ENSE00002035744	20
ENST00000448881	ENSE00001633881	1
ENST00000448881	ENSE00003705348	2
ENST00000448881	ENSE00003708504	3
ENST00000448881	ENSE00001648607	4
ENST00000448881	ENSE00001624353	5
ENST00000448881	ENSE00001654144	6
ENST00000448881	ENSE00001742721	7
ENST00000448881	ENSE00001733694	8
ENST00000400476	ENSE00002063794	1
ENST00000400476	ENSE00003705348	2
ENST00000400476	ENSE00003708504	3
ENST00000400476	ENSE00002073782	4
ENST00000442535	ENSE00001798056	1
ENST00000448575	ENSE00001786804	1
ENST00000448575	ENSE00003707528	2
ENST00000448575	ENSE00003707660	3
ENST00000448575	ENSE00001646086	4
ENST00000448575	ENSE00001635863	5
ENST00000448575	ENSE00001692837	6
ENST00000448575	ENSE00001650343	7
ENST00000448575	ENSE00001693911	8
ENST00000458444	ENSE00001782800	1
ENST00000458444	ENSE00003707528	2
ENST00000458444	ENSE00003707660	3
ENST00000458444	ENSE00001601487	4
ENST00000400581	ENSE00001543607	1
ENST00000400581	ENSE00001543606	2
ENST00000441139	ENSE00001610376	1
ENST00000441139	ENSE00002093140	2
ENST00000441139	ENSE00003244086	3
ENST00000441139	ENSE00002127178	4
ENST00000441139	ENSE00002119618	5
ENST00000441139	ENSE00002135990	6
ENST00000441139	ENSE00002871965	7
ENST00000441139	ENSE00002832419	8
ENST00000441139	ENSE00001709914	9
ENST00000400605	ENSE00002099269	1
ENST00000400605	ENSE00002093140	2
ENST00000400605	ENSE00003244086	3
ENST00000400605	ENSE00002127178	4
ENST00000400605	ENSE00002119618	5
ENST00000400605	ENSE00002135990	6
ENST00000400605	ENSE00002135691	7
ENST00000400605	ENSE00002871965	8
ENST00000400605	ENSE00002832419	9
ENST00000400605	ENSE00002116806	10
ENST00000400605	ENSE00002114284	11
ENST00000513194	ENSE00002035739	1
ENST00000513194	ENSE00002065873	2
ENST00000513194	ENSE00002052301	3
ENST00000513194	ENSE00002063105	4
ENST00000513194	ENSE00002068678	5
ENST00000513194	ENSE00002035720	6
ENST00000513194	ENSE00002040446	7
ENST00000513194	ENSE00002871965	8
ENST00000513194	ENSE00002832419	9
ENST00000513194	ENSE00002087154	10
ENST00000421118	ENSE00001641174	1
ENST00000431340	ENSE00001735477	1
ENST00000431340	ENSE00001670231	2
ENST00000431340	ENSE00001794413	3
ENST00000431340	ENSE00001687318	4
ENST00000415010	ENSE00001616737	1
ENST00000404428	ENSE00001561333	1
ENST00000403990	ENSE00001755093	1
ENST00000406090	ENSE00001564286	1
ENST00000407745	ENSE00001563558	1
ENST00000403487	ENSE00001556375	1
ENST00000403487	ENSE00001551524	2
ENST00000405035	ENSE00001551713	1
ENST00000421995	ENSE00001664386	1
ENST00000449659	ENSE00001757650	1
ENST00000425912	ENSE00001733565	1
ENST00000425912	ENSE00001699806	2
ENST00000425912	ENSE00001780177	3
ENST00000425912	ENSE00001657364	4
ENST00000425912	ENSE00001601089	5
ENST00000439805	ENSE00001753322	1
ENST00000439805	ENSE00001706758	2
ENST00000439805	ENSE00001651867	3
ENST00000439805	ENSE00001608049	4
ENST00000439805	ENSE00001662653	5
ENST00000435111	ENSE00001705807	1
ENST00000435111	ENSE00001746889	2
ENST00000455085	ENSE00001722988	1
ENST00000455085	ENSE00001776348	2
ENST00000455085	ENSE00001631973	3
ENST00000414667	ENSE00001733982	1
ENST00000413867	ENSE00001607377	1
ENST00000413867	ENSE00001744544	2
ENST00000456360	ENSE00001706460	1
ENST00000456360	ENSE00003704369	2
ENST00000456360	ENSE00001600307	3
ENST00000456360	ENSE00001699202	4
ENST00000456360	ENSE00003708495	5
ENST00000456360	ENSE00003704715	6
ENST00000456360	ENSE00001654717	7
ENST00000444169	ENSE00001801361	1
ENST00000444169	ENSE00003704369	2
ENST00000444169	ENSE00003708495	3
ENST00000444169	ENSE00003704715	4
ENST00000444169	ENSE00001684171	5
ENST00000421387	ENSE00001787469	1
ENST00000421387	ENSE00001786906	2
ENST00000412737	ENSE00001624987	1
ENST00000417252	ENSE00001742768	1
ENST00000417252	ENSE00001741857	2
ENST00000417252	ENSE00001756336	3
ENST00000417252	ENSE00001733532	4
ENST00000417252	ENSE00001765193	5
ENST00000417252	ENSE00001788990	6
ENST00000417252	ENSE00003551602	7
ENST00000417252	ENSE00003674280	8
ENST00000417252	ENSE00002050900	9
ENST00000418671	ENSE00001632235	1
ENST00000418671	ENSE00001760970	2
ENST00000418671	ENSE00001709237	3
ENST00000418671	ENSE00001738839	4
ENST00000418671	ENSE00001657532	5
ENST00000418671	ENSE00001682229	6
ENST00000418671	ENSE00001638892	7
ENST00000443911	ENSE00001720793	1
ENST00000443911	ENSE00001745042	2
ENST00000428060	ENSE00001645847	1
ENST00000417434	ENSE00001733686	1
ENST00000440402	ENSE00001640125	1
ENST00000428380	ENSE00001673618	1
ENST00000428380	ENSE00001701558	2
ENST00000446621	ENSE00001666463	1
ENST00000446621	ENSE00001732944	2
ENST00000420443	ENSE00001779327	1
ENST00000420443	ENSE00001715744	2
ENST00000420443	ENSE00001713276	3
ENST00000430152	ENSE00001682376	1
ENST00000430152	ENSE00001714515	2
ENST00000445253	ENSE00001803533	1
ENST00000445253	ENSE00001742365	2
ENST00000445253	ENSE00001763553	3
ENST00000445253	ENSE00001699801	4
ENST00000445253	ENSE00001593910	5
ENST00000435142	ENSE00001609393	1
ENST00000435142	ENSE00001645218	2
ENST00000435142	ENSE00001669340	3
ENST00000435142	ENSE00001648145	4
ENST00000435142	ENSE00001618505	5
ENST00000412474	ENSE00001722426	1
ENST00000412474	ENSE00001774330	2
ENST00000412474	ENSE00001697230	3
ENST00000445573	ENSE00001667957	1
ENST00000445573	ENSE00001741624	2
ENST00000445573	ENSE00001617890	3
ENST00000413946	ENSE00001732131	1
ENST00000413946	ENSE00001695041	2
ENST00000420810	ENSE00001705100	1
ENST00000421178	ENSE00001731067	1
ENST00000421178	ENSE00001688408	2
ENST00000421178	ENSE00001799980	3
ENST00000421178	ENSE00001667811	4
ENST00000421178	ENSE00001697848	5
ENST00000421178	ENSE00001645782	6
ENST00000421178	ENSE00001597947	7
ENST00000421178	ENSE00001783028	8
ENST00000421178	ENSE00001724466	9
ENST00000421178	ENSE00001668444	10
ENST00000421178	ENSE00001787097	11
ENST00000438971	ENSE00001602981	1
ENST00000438971	ENSE00001645114	2
ENST00000415994	ENSE00001632052	1
ENST00000415994	ENSE00001746774	2
ENST00000436723	ENSE00001759712	1
ENST00000436723	ENSE00001655699	2
ENST00000427212	ENSE00001640260	1
ENST00000427212	ENSE00003294704	2
ENST00000417797	ENSE00001787918	1
ENST00000417797	ENSE00001790627	2
ENST00000447526	ENSE00001775532	1
ENST00000451071	ENSE00003556843	1
ENST00000451071	ENSE00003707698	2
ENST00000451071	ENSE00003705095	3
ENST00000451071	ENSE00001787776	4
ENST00000451071	ENSE00001628066	5
ENST00000451071	ENSE00001708635	6
ENST00000451071	ENSE00001792249	7
ENST00000451071	ENSE00001783563	8
ENST00000400578	ENSE00002058038	1
ENST00000400578	ENSE00003707698	2
ENST00000400578	ENSE00003705095	3
ENST00000400578	ENSE00003582078	4
ENST00000413372	ENSE00001730385	1
ENST00000457708	ENSE00001660101	1
ENST00000457708	ENSE00001706320	2
ENST00000445813	ENSE00001793186	1
ENST00000434179	ENSE00001664773	1
ENST00000434179	ENSE00001659765	2
ENST00000434179	ENSE00001628115	3
ENST00000434179	ENSE00001615798	4
ENST00000434179	ENSE00001787460	5
ENST00000413200	ENSE00001747464	1
ENST00000443200	ENSE00001728661	1
ENST00000443200	ENSE00001689812	2
ENST00000443200	ENSE00001613966	3
ENST00000421205	ENSE00001614250	1
ENST00000421205	ENSE00001615218	2
ENST00000421205	ENSE00001658609	3
ENST00000421205	ENSE00001802978	4
ENST00000421205	ENSE00001752917	5
ENST00000421205	ENSE00001742406	6
ENST00000421205	ENSE00001606348	7
ENST00000443820	ENSE00001646418	1
ENST00000443820	ENSE00001596298	2
ENST00000443820	ENSE00001692812	3
ENST00000443820	ENSE00001685756	4
ENST00000443820	ENSE00001804752	5
ENST00000443820	ENSE00001603823	6
ENST00000443820	ENSE00001679516	7
ENST00000443820	ENSE00001625545	8
ENST00000422655	ENSE00001687009	1
ENST00000422655	ENSE00001681165	2
ENST00000426293	ENSE00001664672	1
ENST00000426293	ENSE00001793473	2
ENST00000426293	ENSE00001676006	3
ENST00000431179	ENSE00001665330	1
ENST00000431179	ENSE00001718020	2
ENST00000431179	ENSE00001736617	3
ENST00000431179	ENSE00001660147	4
ENST00000431179	ENSE00001747287	5
ENST00000431179	ENSE00001772012	6
ENST00000431179	ENSE00001591413	7
ENST00000431179	ENSE00001706519	8
ENST00000431179	ENSE00001681474	9
ENST00000431179	ENSE00001767346	10
ENST00000431179	ENSE00001660597	11
ENST00000412165	ENSE00001766514	1
ENST00000412165	ENSE00001667582	2
ENST00000434110	ENSE00001592213	1
ENST00000434110	ENSE00001776907	2
ENST00000434110	ENSE00001725078	3
ENST00000434110	ENSE00001700142	4
ENST00000434110	ENSE00001645488	5
ENST00000434110	ENSE00001633384	6
ENST00000434110	ENSE00001701227	7
ENST00000434110	ENSE00001700211	8
ENST00000434110	ENSE00001624131	9
ENST00000433767	ENSE00001714386	1
ENST00000433767	ENSE00001771613	2
ENST00000450145	ENSE00001677160	1
ENST00000450145	ENSE00001679028	2
ENST00000450145	ENSE00001715921	3
ENST00000450145	ENSE00001780929	4
ENST00000450145	ENSE00001670508	5
ENST00000450145	ENSE00001760125	6
ENST00000450145	ENSE00001765669	7
ENST00000450145	ENSE00001594565	8
ENST00000450145	ENSE00001723672	9
ENST00000423213	ENSE00001677160	1
ENST00000423213	ENSE00001679028	2
ENST00000423213	ENSE00001715921	3
ENST00000423213	ENSE00001780929	4
ENST00000423213	ENSE00001670508	5
ENST00000423213	ENSE00001760125	6
ENST00000423213	ENSE00001765669	7
ENST00000423213	ENSE00001594565	8
ENST00000423213	ENSE00001659766	9
ENST00000430032	ENSE00002290744	1
