tx_id	tx_biotype	tx_seq_start	tx_seq_end	tx_cds_seq_start	tx_cds_seq_end	gene_id
ENST00000515987	snoRNA	28393531	28393668	NULL	NULL	ENSG00000251796
ENST00000516032	snRNA	2652790	2652894	NULL	NULL	ENSG00000251841
ENST00000516070	miRNA	5742287	5742379	NULL	NULL	ENSG00000251879
ENST00000516108	snRNA	26092765	26092918	NULL	NULL	ENSG00000251917
ENST00000516116	snoRNA	25569246	25569383	NULL	NULL	ENSG00000251925
ENST00000516144	rRNA	20508009	20508124	NULL	NULL	ENSG00000251953
ENST00000516157	miRNA	10033981	10034093	NULL	NULL	ENSG00000251966
ENST00000516161	snRNA	20995615	20995776	NULL	NULL	ENSG00000251970
ENST00000516187	misc_RNA	7209572	7209683	NULL	NULL	ENSG00000251996
ENST00000516203	rRNA	19671654	19671769	NULL	NULL	ENSG00000252012
ENST00000516229	miRNA	19734941	19735035	NULL	NULL	ENSG00000252038
ENST00000516250	miRNA	5441969	5442060	NULL	NULL	ENSG00000252059
ENST00000516346	snRNA	7246713	7246820	NULL	NULL	ENSG00000252155
ENST00000516357	snRNA	20278734	20278893	NULL	NULL	ENSG00000252166
ENST00000516364	snRNA	18360815	18360921	NULL	NULL	ENSG00000252173
ENST00000516400	snRNA	20648397	20648558	NULL	NULL	ENSG00000252209
ENST00000516480	rRNA	9930484	9930602	NULL	NULL	ENSG00000252289
ENST00000516506	rRNA	19669744	19669856	NULL	NULL	ENSG00000252315
ENST00000516514	snRNA	18448163	18448269	NULL	NULL	ENSG00000252323
ENST00000516617	snRNA	27869489	27869642	NULL	NULL	ENSG00000252426
ENST00000516630	miRNA	20444739	20444833	NULL	NULL	ENSG00000252439
ENST00000516659	snRNA	4887117	4887307	NULL	NULL	ENSG00000252468
ENST00000516662	miRNA	27606157	27606239	NULL	NULL	ENSG00000252471
ENST00000516663	snRNA	7291095	7291199	NULL	NULL	ENSG00000252472
ENST00000516704	snRNA	19900883	19901042	NULL	NULL	ENSG00000252513
ENST00000516777	miRNA	14482123	14482230	NULL	NULL	ENSG00000252586
ENST00000516816	snRNA	28075126	28075289	NULL	NULL	ENSG00000252625
ENST00000516824	misc_RNA	7192338	7192636	NULL	NULL	ENSG00000252633
ENST00000516855	miRNA	18174646	18174709	NULL	NULL	ENSG00000252664
ENST00000516858	rRNA	20509921	20510033	NULL	NULL	ENSG00000252667
ENST00000516872	snRNA	25887089	25887252	NULL	NULL	ENSG00000252681
ENST00000516880	snoRNA	18250128	18250259	NULL	NULL	ENSG00000252689
ENST00000516885	miRNA	15779840	15779936	NULL	NULL	ENSG00000252694
ENST00000516957	snRNA	21180869	21180973	NULL	NULL	ENSG00000252766
ENST00000517046	miRNA	13340551	13340633	NULL	NULL	ENSG00000252855
ENST00000517091	snRNA	4043026	4043131	NULL	NULL	ENSG00000252900
ENST00000517139	snRNA	28507136	28507239	NULL	NULL	ENSG00000252948
ENST00000527562	lincRNA	23200175	23206610	NULL	NULL	ENSG00000254488
ENST00000555130	unprocessed_pseudogene	13462594	13463857	NULL	NULL	ENSG00000258567
ENST00000557448	unprocessed_pseudogene	13488005	13489271	NULL	NULL	ENSG00000258991
ENST00000451548	protein_coding	9304564	9307357	9304610	9307170	ENSG00000258992
ENST00000423647	protein_coding	9236076	9307357	9236076	9307170	ENSG00000258992
ENST00000553347	unprocessed_pseudogene	13477233	13478499	NULL	NULL	ENSG00000259029
ENST00000557360	unprocessed_pseudogene	13470597	13471863	NULL	NULL	ENSG00000259154
ENST00000558356	unprocessed_pseudogene	24476599	24478647	NULL	NULL	ENSG00000259247
ENST00000566193	lincRNA	21853827	21856492	NULL	NULL	ENSG00000260197
ENST00000584011	miRNA	13340359	13340440	NULL	NULL	ENSG00000263502
ENST00000580394	miRNA	13947443	13947512	NULL	NULL	ENSG00000265161
ENST00000584045	miRNA	18398127	18398238	NULL	NULL	ENSG00000265197
ENST00000578366	miRNA	16364065	16364171	NULL	NULL	ENSG00000266220
ENST00000586015	transcribed_processed_pseudogene	21760074	21760643	NULL	NULL	ENSG00000267793
ENST00000601700	protein_coding	25847479	25850592	25847479	25850592	ENSG00000267935
ENST00000599485	protein_coding	21737895	21738068	21737895	21738068	ENSG00000269084
ENST00000595988	protein_coding	15418467	15429181	15418467	15429181	ENSG00000269291
ENST00000598545	protein_coding	28111776	28114889	28111776	28114889	ENSG00000269393
ENST00000601705	protein_coding	5306691	5312605	5306691	5312605	ENSG00000269464
ENST00000448518	unprocessed_pseudogene	9345205	9347784	NULL	NULL	ENSG00000270073
ENST00000605584	processed_pseudogene	13551375	13552752	NULL	NULL	ENSG00000270242
ENST00000603738	processed_pseudogene	13491303	13493369	NULL	NULL	ENSG00000270455
ENST00000604436	processed_pseudogene	27809047	27809373	NULL	NULL	ENSG00000270535
ENST00000603467	processed_pseudogene	13263395	13263563	NULL	NULL	ENSG00000270570
ENST00000604924	processed_pseudogene	23793569	23793901	NULL	NULL	ENSG00000271123
ENST00000604370	processed_pseudogene	13263065	13263272	NULL	NULL	ENSG00000271309
ENST00000605663	processed_pseudogene	13262741	13262939	NULL	NULL	ENSG00000271365
ENST00000604178	processed_pseudogene	13629403	13629913	NULL	NULL	ENSG00000271375
ENST00000604289	processed_pseudogene	19576759	19577094	NULL	NULL	ENSG00000271595
ENST00000606439	misc_RNA	27605054	27605329	NULL	NULL	ENSG00000272042
